Block	Column	Row	Pos	Name	ID
45	13	1	7685	A11_a22_plate_04	WheatUG-1_GS0004_H8
45	13	6	8525	A11_a22_plate_06	WheatUG-1_GS0004_B12
11	12	8	1328	A11_a22_plate_15	WheatUG-1_GS0007_C7
12	11	10	1677	A11_d15_plate_05	WheatUG-1_GS0009_E3
48	11	10	9237	A11_d15_plate_09	WheatUG-1_GS0010_F3
46	11	12	9545	A11_d15_plate_10	WheatUG-1_GS0010_B6
45	11	11	9363	A11_d26_plate_11	WheatUG-1_GS0012_H4
10	9	14	2319	A11_d37_plate_01	WheatUG-1_GS0013_A10
24	9	7	3691	A11_d37_plate_03	WheatUG-1_GS0014_C5
33	8	2	5328	A11_e29_plate_01	WheatUG-1_GS0015_H10
47	9	2	7877	A11_e29_plate_02	WheatUG-1_GS0016_B3
12	7	4	665	A11_e29_plate_07	WheatUG-1_GS0017_A7
48	7	11	9401	A11_e29_plate_12	WheatUG-1_GS0018_H9
33	7	11	6839	A11_e310_plate_03	WheatUG-1_GS0019_H10
36	6	6	6040	A11_e310_plate_07	WheatUG-1_GS0021_D3
22	6	7	3660	A11_e310_plate_12	WheatUG-1_GS0022_E4
23	6	3	3002	A11_e411_plate_07	WheatUG-1_GS0024_E1
33	5	12	7005	A11_e512_plate_07	WheatUG-1_GS0027_F2
47	5	13	9721	A11_e512_plate_11	WheatUG-1_GS0028_H1
47	4	12	9552	A11_e512_plate_14	WheatUG-1_GS0028_D9
22	3	5	3321	A11_h116_plate_05	WheatUG-1_GS0030_C2
22	3	8	3825	A11_h116_plate_06	WheatUG-1_GS0030_A4
22	3	13	4665	A11_h116_plate_07	WheatUG-1_GS0030_C6
48	2	6	8556	A11_h116_plate_08	WheatUG-1_GS0030_D9
35	2	10	6694	A11_h116_plate_13	WheatUG-1_GS0031_D11
34	1	3	5503	A11_j122_plate_03	WheatUG-1_GS0033_D4
42	14	13	9660	A11_j122_plate_06	WheatUG-1_GS0034_B12
43	13	1	7657	A11_j122_plate_10	WheatUG-1_GS0036_H11
8	13	12	1959	A11_j122_plate_11	WheatUG-1_GS0037_E5
30	12	7	6130	A11_j122_plate_12	WheatUG-1_GS0037_B12
44	13	11	9351	A11_j122_plate_13	WheatUG-1_GS0038_D5
7	13	9	1441	A11_j122_plate_15	WheatUG-1_GS0039_G3
29	12	1	5108	A11_j223_plate_02	WheatUG-1_GS0039_F8
20	11	5	3301	A11_j223_plate_10	WheatUG-1_GS0042_C5
5	12	13	2084	A11_j223_plate_12	WheatUG-1_GS0043_E2
29	11	5	5779	A11_j223_plate_13	WheatUG-1_GS0043_D6
43	12	15	10008	A11_j223_plate_15	WheatUG-1_GS0044_B3
8	9	3	443	A11_j324_plate_08	WheatUG-1_GS0045_C7
6	9	9	1423	A11_j324_plate_10	WheatUG-1_GS0045_G10
20	10	9	3972	A11_l125_plate_01	WheatUG-1_GS0046_A3
42	9	13	9655	A11_l125_plate_05	WheatUG-1_GS0046_H12
43	10	8	8830	A11_l125_plate_11	WheatUG-1_GS0048_H1
17	10	9	3930	A11_l125_plate_12	WheatUG-1_GS0048_A4
41	9	6	8465	A11_l226_plate_02	WheatUG-1_GS0048_B10
30	7	8	6293	A11_l226_plate_03	WheatUG-1_GS0049_B2
32	6	3	5480	A11_l226_plate_04	WheatUG-1_GS0049_F5
32	6	14	7328	A11_l226_plate_06	WheatUG-1_GS0049_D11
20	7	13	4641	A11_l226_plate_07	WheatUG-1_GS0050_C3
18	6	2	2764	A11_l226_plate_08	WheatUG-1_GS0050_C6
20	6	12	4472	A11_l226_plate_09	WheatUG-1_GS0050_G9
7	7	9	1435	A11_l226_plate_10	WheatUG-1_GS0051_C1
29	7	15	7455	A11_l226_plate_11	WheatUG-1_GS0051_H4
19	6	2	2778	A11_n129_plate_04	WheatUG-1_GS0052_C5
29	5	5	5773	A11_n129_plate_16	WheatUG-1_GS0055_H2
5	5	11	1741	A11_n129_plate_17	WheatUG-1_GS0055_C6
43	5	2	7817	A11_n129_plate_19	WheatUG-1_GS0056_B1
32	4	11	6822	A11_n130_plate_15	WheatUG-1_GS0057_B1
19	3	14	4791	A11_n130_plate_48	WheatUG-1_GS0060_E9
8	2	13	2116	A11_n130_plate_56	WheatUG-1_GS0061_A5
44	1	5	8331	A11_n130_plate_66	WheatUG-1_GS0062_H7
29	2	15	7450	A11_o232_plate_02	WheatUG-1_GS0063_F6
1	14	3	350	A11_o232_plate_03	WheatUG-1_GS0063_E10
43	2	7	8654	A11_o232_plate_04	WheatUG-1_GS0064_F1
17	2	13	4594	A11_o232_plate_05	WheatUG-1_GS0064_A6
5	8	8	1240	A11_O232_plate_16  	WheatUG-1_Control_E12
5	8	10	1576	A11_O232_plate_16  	WheatUG-1_Control_M12
17	8	8	3760	A11_O232_plate_16  	WheatUG-1_Control_F12
17	8	10	4096	A11_O232_plate_16  	WheatUG-1_Control_N12
3	13	4	545	A11_p133_plate_01	WheatUG-1_GS0067_E5
27	13	14	7265	A11_p133_plate_02	WheatUG-1_GS0067_B11
13	13	3	2869	A11_p133_plate_04	WheatUG-1_GS0068_C6
39	13	14	9785	A11_p133_plate_05	WheatUG-1_GS0068_B11
28	11	10	6605	A11_p133_plate_08	WheatUG-1_GS0069_F11
38	12	6	8426	A11_p133_plate_09	WheatUG-1_GS0070_H2
14	11	11	4225	A11_p133_plate_11	WheatUG-1_GS0070_G12
25	12	13	7068	A11_p133_plate_12	WheatUG-1_GS0071_F6
27	11	6	5919	A11_p133_plate_13	WheatUG-1_GS0071_F9
26	11	13	7081	A11_p234_plate_11	WheatUG-1_GS0073_D2
3	11	13	2055	A11_p234_plate_17	WheatUG-1_GS0075_C1
39	10	1	7598	A11_p234_plate_21	WheatUG-1_GS0076_B3
28	8	10	6602	A11_p335_plate_01	WheatUG-1_GS0077_H9
16	9	10	4083	A11_p335_plate_02	WheatUG-1_GS0078_A3
38	8	11	9262	A11_p335_plate_04	WheatUG-1_GS0078_B12
27	9	12	6925	A11_p335_plate_05	WheatUG-1_GS0079_F3
25	8	12	6896	A11_p335_plate_07	WheatUG-1_GS0079_D12
28	7	12	6937	A11_p335_plate_15	WheatUG-1_GS0081_B7
16	7	12	4417	A11_p436_plate_01	WheatUG-1_GS0082_A7
1	6	2	174	A11_p436_plate_08	WheatUG-1_GS0083_C10
13	8	15	4880	A11_p436_plate_09	WheatUG-1_GS0084_A2
37	7	5	8239	A11_p436_plate_10	WheatUG-1_GS0084_D4
15	6	4	3058	A11_p436_plate_12	WheatUG-1_GS0084_G9
4	5	4	551	A11_p436_plate_16	WheatUG-1_GS0085_E5
40	5	5	8279	A11_p537_plate_03	WheatUG-1_GS0086_H5
14	5	11	4219	A11_p537_plate_04	WheatUG-1_GS0086_C10
27	6	9	6418	A11_p537_plate_05	WheatUG-1_GS0087_B1
39	6	14	9778	A11_p638_plate_02	WheatUG-1_GS0088_D3
2	4	14	2202	A11_p638_plate_07	WheatUG-1_GS0089_G6
27	3	5	5743	A11_p739_plate_02	WheatUG-1_GS0091_D9
25	3	10	6555	A11_p739_plate_03	WheatUG-1_GS0091_F12
4	2	4	548	A11_p739_plate_08	WheatUG-1_GS0093_G3
28	2	8	6260	A11_p739_plate_09	WheatUG-1_GS0093_H5
40	2	9	8948	A11_p840_plate_02	WheatUG-1_GS0094_B7
3	2	10	1542	A11_p840_plate_07	WheatUG-1_GS0095_C7
25	1	3	5377	A11_p840_plate_09	WheatUG-1_GS0095_D12
10	14	10	1652	A12_a11_plate_04	WheatUG-1_GS0001_C6
35	14	6	6034	A12_a11_plate_12	WheatUG-1_GS0003_D3
47	14	10	9226	A12_a11_plate_17	WheatUG-1_GS0004_D5
36	12	13	7222	A12_a22_plate_09	WheatUG-1_GS0005_F9
46	12	2	7866	A12_a22_plate_11	WheatUG-1_GS0006_H4
46	12	7	8706	A12_a22_plate_12	WheatUG-1_GS0006_B8
23	12	4	3176	A12_d15_plate_02	WheatUG-1_GS0008_C5
24	11	11	4365	A12_d15_plate_09	WheatUG-1_GS0010_G3
9	11	6	963	A12_d15_plate_16	WheatUG-1_GS0011_E2
45	9	14	9865	A12_e29_plate_04	WheatUG-1_GS0016_B10
22	8	12	4502	A12_e29_plate_10	WheatUG-1_GS0018_C4
48	7	4	8225	A12_e29_plate_11	WheatUG-1_GS0018_B7
33	8	15	7512	A12_e310_plate_02	WheatUG-1_GS0019_B6
47	8	12	9556	A12_e310_plate_04	WheatUG-1_GS0020_D3
10	5	3	467	A12_e310_plate_10	WheatUG-1_GS0021_C10
22	6	13	4668	A12_e411_plate_01	WheatUG-1_GS0022_A8
11	6	3	482	A12_e411_plate_03	WheatUG-1_GS0023_E1
33	5	2	5325	A12_e411_plate_06	WheatUG-1_GS0023_B10
34	4	11	6850	A12_e411_plate_15	WheatUG-1_GS0025_B10
21	5	15	4989	A12_e512_plate_12	WheatUG-1_GS0028_C4
10	3	13	2145	A12_h116_plate_02	WheatUG-1_GS0029_C6
47	3	8	8879	A12_j122_plate_01	WheatUG-1_GS0032_B3
21	2	5	3306	A12_j122_plate_02	WheatUG-1_GS0032_A10
10	1	4	631	A12_j122_plate_03	WheatUG-1_GS0033_E4
18	14	2	2772	A12_j122_plate_05	WheatUG-1_GS0034_C6
18	14	14	4788	A12_j122_plate_06	WheatUG-1_GS0034_C12
43	14	1	7658	A12_j122_plate_09	WheatUG-1_GS0036_B5
20	13	12	4479	A12_j122_plate_13	WheatUG-1_GS0038_E5
19	13	12	4465	A12_j223_plate_04	WheatUG-1_GS0040_E5
44	11	5	8341	A12_j223_plate_10	WheatUG-1_GS0042_D5
20	11	13	4645	A12_j223_plate_11	WheatUG-1_GS0042_C9
19	11	1	2615	A12_j223_plate_15	WheatUG-1_GS0044_C3
19	10	1	2614	A12_j324_plate_03	WheatUG-1_GS0044_A11
20	10	5	3300	A12_j324_plate_11	WheatUG-1_GS0046_A1
42	9	6	8479	A12_l125_plate_04	WheatUG-1_GS0046_B10
17	9	7	3593	A12_l226_plate_02	WheatUG-1_GS0048_C10
42	6	2	7804	A12_l226_plate_08	WheatUG-1_GS0050_D6
31	7	9	6475	A12_l226_plate_10	WheatUG-1_GS0051_D1
42	5	3	7971	A12_n129_plate_09	WheatUG-1_GS0054_D2
7	5	6	929	A12_n129_plate_16	WheatUG-1_GS0055_A3
17	5	15	4933	A12_n130_plate_01	WheatUG-1_GS0056_C8
8	4	12	1950	A12_n130_plate_15	WheatUG-1_GS0057_C1
44	2	1	7660	A12_n130_plate_38	WheatUG-1_GS0058_B11
29	4	12	6948	A12_n130_plate_39	WheatUG-1_GS0059_D2
32	2	13	7156	A12_n130_plate_56	WheatUG-1_GS0061_B5
4	14	6	896	A12_n130_plate_63	WheatUG-1_GS0061_C11
18	2	8	3768	A12_n130_plate_64	WheatUG-1_GS0062_G2
8	8	1	106	A12_N130_plate_64 	WheatUG-1_Control_I1
8	9	14	2291	A12_N130_plate_64 	WheatUG-1_Control_A1
20	8	1	2626	A12_N130_plate_64 	WheatUG-1_Control_J1
20	9	14	4811	A12_N130_plate_64 	WheatUG-1_Control_B1
18	1	2	2759	A12_n130_plate_66	WheatUG-1_GS0062_A8
37	14	2	7742	A12_o232_plate_06	WheatUG-1_GS0064_D10
26	14	15	7420	A12_o232_plate_08	WheatUG-1_GS0065_F4
26	13	4	5571	A12_o232_plate_09	WheatUG-1_GS0065_F6
28	13	14	7279	A12_o232_plate_11	WheatUG-1_GS0065_B11
16	13	11	4255	A12_o232_plate_15	WheatUG-1_GS0066_C9
28	12	8	6270	A12_p133_plate_06	WheatUG-1_GS0069_D3
4	11	11	1733	A12_p133_plate_08	WheatUG-1_GS0069_G11
38	11	11	9265	A12_p133_plate_11	WheatUG-1_GS0070_H12
13	11	2	2699	A12_p234_plate_03	WheatUG-1_GS0072_E8
13	11	7	3539	A12_p234_plate_06	WheatUG-1_GS0072_G10
2	11	14	2209	A12_p234_plate_11	WheatUG-1_GS0073_E2
40	11	13	9629	A12_p234_plate_14	WheatUG-1_GS0074_D1
38	10	7	8592	A12_p234_plate_15	WheatUG-1_GS0074_F6
3	9	2	205	A12_p234_plate_20	WheatUG-1_GS0075_A11
2	8	7	1030	A12_p335_plate_01	WheatUG-1_GS0077_A10
37	9	10	9081	A12_p335_plate_08	WheatUG-1_GS0080_B4
4	7	13	2065	A12_p335_plate_15	WheatUG-1_GS0081_C7
16	7	7	3577	A12_p335_plate_19	WheatUG-1_GS0082_G3
40	7	12	9457	A12_p436_plate_01	WheatUG-1_GS0082_B7
40	6	6	8448	A12_p436_plate_03	WheatUG-1_GS0082_D11
27	7	4	5579	A12_p436_plate_04	WheatUG-1_GS0083_B3
27	7	11	6755	A12_p436_plate_07	WheatUG-1_GS0083_H5
25	6	2	5214	A12_p436_plate_08	WheatUG-1_GS0083_D10
13	7	6	3367	A12_p436_plate_10	WheatUG-1_GS0084_E4
39	7	13	9611	A12_p436_plate_11	WheatUG-1_GS0084_D7
3	6	10	1546	A12_p537_plate_05	WheatUG-1_GS0087_C1
15	6	15	4906	A12_p638_plate_02	WheatUG-1_GS0088_E3
13	5	9	3869	A12_p638_plate_04	WheatUG-1_GS0088_G8
26	4	14	7242	A12_p638_plate_07	WheatUG-1_GS0089_H6
40	3	6	8445	A12_p638_plate_12	WheatUG-1_GS0090_F9
27	4	9	6416	A12_p638_plate_15	WheatUG-1_GS0091_F3
37	4	11	9244	A12_p739_plate_05	WheatUG-1_GS0092_B6
37	3	2	7731	A12_p739_plate_06	WheatUG-1_GS0092_F8
40	2	1	7604	A12_p840_plate_01	WheatUG-1_GS0094_B3
3	2	5	702	A12_p840_plate_06	WheatUG-1_GS0095_A5
39	2	9	8934	AB011670	WheatUG-1_EXTRA_A17
3	1	3	365	ACP_clone_8	WheatUG-1_EXTRA_C3
15	2	10	4062	AF085168	WheatUG-1_EXTRA_A10
39	2	10	9102	AF244997	WheatUG-1_EXTRA_A18
15	2	11	4230	AF314182	WheatUG-1_EXTRA_A11
39	2	11	9270	AJ344240	WheatUG-1_EXTRA_A19
15	2	14	4734	Amp	WheatUG-1_EXTRA_A14
15	2	9	3894	AX074232	WheatUG-1_EXTRA_A9
34	14	4	5684	B01_a11_plate_03	WheatUG-1_GS0001_H2
21	14	2	2814	B01_a11_plate_16	WheatUG-1_GS0004_C2
35	12	8	6368	B01_a22_plate_15	WheatUG-1_GS0007_D7
9	10	9	1466	B01_d26_plate_01	WheatUG-1_GS0011_A12
23	11	7	3679	B01_d26_plate_03	WheatUG-1_GS0012_G1
23	10	8	3846	B01_d26_plate_13	WheatUG-1_GS0012_G9
48	9	7	8731	B01_d37_plate_03	WheatUG-1_GS0014_D5
35	9	5	5861	B01_d37_plate_08	WheatUG-1_GS0015_H3
11	8	3	484	B01_e29_plate_01	WheatUG-1_GS0015_A11
23	9	11	4349	B01_e29_plate_03	WheatUG-1_GS0016_C7
34	8	11	6854	B01_e29_plate_06	WheatUG-1_GS0017_B4
10	7	10	1645	B01_e29_plate_08	WheatUG-1_GS0017_E10
34	7	14	7357	B01_e29_plate_09	WheatUG-1_GS0017_F12
22	7	8	3829	B01_e29_plate_12	WheatUG-1_GS0018_A10
9	7	1	119	B01_e310_plate_02	WheatUG-1_GS0019_C6
23	7	15	5019	B01_e310_plate_06	WheatUG-1_GS0020_G11
34	6	11	6852	B01_e310_plate_08	WheatUG-1_GS0021_F6
47	6	3	8042	B01_e411_plate_07	WheatUG-1_GS0024_F1
23	6	9	4010	B01_e411_plate_08	WheatUG-1_GS0024_A5
47	5	8	8881	B01_e411_plate_11	WheatUG-1_GS0024_F11
24	5	12	4527	B01_e512_plate_01	WheatUG-1_GS0026_E1
9	4	8	1292	B01_e512_plate_09	WheatUG-1_GS0027_C8
21	4	5	3308	B01_e512_plate_13	WheatUG-1_GS0028_E6
12	3	11	1837	B01_h116_plate_01	WheatUG-1_GS0029_G3
46	3	13	9705	B01_h116_plate_07	WheatUG-1_GS0030_D6
24	2	7	3684	B01_h116_plate_08	WheatUG-1_GS0030_E9
11	2	11	1822	B01_h116_plate_13	WheatUG-1_GS0031_E11
23	3	9	4007	B01_j122_plate_01	WheatUG-1_GS0032_C3
45	2	5	8346	B01_j122_plate_02	WheatUG-1_GS0032_B10
34	1	4	5671	B01_j122_plate_03	WheatUG-1_GS0033_F4
42	14	2	7812	B01_j122_plate_05	WheatUG-1_GS0034_D6
42	14	14	9828	B01_j122_plate_06	WheatUG-1_GS0034_D12
31	14	5	5810	B01_j122_plate_07	WheatUG-1_GS0035_B7
32	13	12	6999	B01_j122_plate_11	WheatUG-1_GS0037_F5
29	12	9	6452	B01_j223_plate_03	WheatUG-1_GS0039_F12
19	12	6	3456	B01_j223_plate_05	WheatUG-1_GS0040_G9
6	11	3	417	B01_j223_plate_07	WheatUG-1_GS0041_G4
20	11	6	3469	B01_j223_plate_10	WheatUG-1_GS0042_E5
44	11	13	9685	B01_j223_plate_11	WheatUG-1_GS0042_D9
32	9	3	5483	B01_j324_plate_08	WheatUG-1_GS0045_D7
30	9	9	6463	B01_j324_plate_10	WheatUG-1_GS0045_H10
7	10	5	766	B01_l125_plate_05	WheatUG-1_GS0047_A1
7	10	12	1942	B01_l125_plate_06	WheatUG-1_GS0047_G3
41	10	9	8970	B01_l125_plate_12	WheatUG-1_GS0048_B4
41	9	1	7625	B01_l226_plate_01	WheatUG-1_GS0048_H6
8	6	4	608	B01_l226_plate_04	WheatUG-1_GS0049_G5
8	6	15	2456	B01_l226_plate_06	WheatUG-1_GS0049_E11
43	7	8	8827	B01_n129_plate_03	WheatUG-1_GS0052_B1
29	5	11	6781	B01_n129_plate_17	WheatUG-1_GS0055_D6
31	4	4	5632	B01_n129_plate_18	WheatUG-1_GS0055_D9
19	5	3	2945	B01_n129_plate_19	WheatUG-1_GS0056_C1
6	3	5	745	B01_n130_plate_20	WheatUG-1_GS0057_C6
20	4	14	4806	B01_n130_plate_28	WheatUG-1_GS0058_G1
44	3	5	8333	B01_n130_plate_31	WheatUG-1_GS0058_D5
18	3	8	3769	B01_n130_plate_32	WheatUG-1_GS0058_A8
20	2	2	2788	B01_n130_plate_38	WheatUG-1_GS0058_C11
7	3	9	1431	B01_n130_plate_41	WheatUG-1_GS0059_C7
43	3	14	9831	B01_n130_plate_48	WheatUG-1_GS0060_F9
8	2	14	2284	B01_n130_plate_56	WheatUG-1_GS0061_C5
42	1	2	7799	B01_n130_plate_66	WheatUG-1_GS0062_B8
29	2	6	5938	B01_o232_plate_01	WheatUG-1_GS0063_D2
28	14	11	6776	B01_o232_plate_07	WheatUG-1_GS0065_F1
2	13	8	1203	B01_o232_plate_10	WheatUG-1_GS0065_E8
38	14	14	9772	B01_o232_plate_13	WheatUG-1_GS0066_D4
40	13	11	9295	B01_o232_plate_15	WheatUG-1_GS0066_D9
3	14	11	1722	B01_o232_plate_16	WheatUG-1_GS0067_E1
27	13	4	5585	B01_p133_plate_01	WheatUG-1_GS0067_F5
15	13	15	4913	B01_p133_plate_05	WheatUG-1_GS0068_C11
4	12	9	1398	B01_p133_plate_06	WheatUG-1_GS0069_E3
28	11	11	6773	B01_p133_plate_08	WheatUG-1_GS0069_H11
16	11	3	2909	B01_p133_plate_10	WheatUG-1_GS0070_G7
1	12	14	2196	B01_p133_plate_12	WheatUG-1_GS0071_G6
37	12	10	9084	B01_p234_plate_01	WheatUG-1_GS0072_H4
26	11	14	7249	B01_p234_plate_11	WheatUG-1_GS0073_F2
6	8	1	78	B01_p234_plate_11_run_2 	WheatUG-1_Control_I3
6	9	14	2263	B01_p234_plate_11_run_2 	WheatUG-1_Control_A3
18	8	1	2598	B01_p234_plate_11_run_2 	WheatUG-1_Control_J3
18	9	14	4783	B01_p234_plate_11_run_2 	WheatUG-1_Control_B3
2	10	5	696	B01_p234_plate_12	WheatUG-1_GS0073_A6
14	10	8	3720	B01_p234_plate_15	WheatUG-1_GS0074_G6
1	10	6	850	B01_p234_plate_18	WheatUG-1_GS0075_C6
4	8	5	722	B01_p234_plate_27	WheatUG-1_GS0077_E7
40	9	10	9123	B01_p335_plate_02	WheatUG-1_GS0078_B3
14	8	12	4390	B01_p335_plate_04	WheatUG-1_GS0078_C12
3	9	13	2053	B01_p335_plate_05	WheatUG-1_GS0079_G3
1	8	3	344	B01_p335_plate_06	WheatUG-1_GS0079_A8
13	9	11	4209	B01_p335_plate_08	WheatUG-1_GS0080_C4
13	8	11	4208	B01_p335_plate_10	WheatUG-1_GS0080_A12
4	7	7	1057	B01_p335_plate_11	WheatUG-1_GS0081_G3
2	6	2	188	B01_p335_plate_16	WheatUG-1_GS0081_C10
16	7	13	4585	B01_p436_plate_01	WheatUG-1_GS0082_C7
3	7	5	707	B01_p436_plate_04	WheatUG-1_GS0083_C3
1	7	8	1183	B01_p436_plate_07	WheatUG-1_GS0083_A6
1	6	3	342	B01_p436_plate_08	WheatUG-1_GS0083_E10
26	5	15	7411	B01_p537_plate_01	WheatUG-1_GS0085_D12
14	5	2	2707	B01_p537_plate_03	WheatUG-1_GS0086_A6
38	5	11	9259	B01_p537_plate_04	WheatUG-1_GS0086_D10
27	5	2	5241	B01_p537_plate_06	WheatUG-1_GS0087_B5
37	5	9	8909	B01_p638_plate_04	WheatUG-1_GS0088_H8
28	4	9	6430	B01_p638_plate_06	WheatUG-1_GS0089_F3
4	4	15	2398	B01_p638_plate_07	WheatUG-1_GS0089_A7
38	4	14	9762	B01_p638_plate_11	WheatUG-1_GS0090_H6
3	4	13	2048	B01_p739_plate_01	WheatUG-1_GS0091_E5
13	3	3	2859	B01_p739_plate_06	WheatUG-1_GS0092_G8
28	2	4	5588	B01_p739_plate_08	WheatUG-1_GS0093_H3
38	1	2	7743	B01_p840_plate_04	WheatUG-1_GS0094_B12
27	2	3	5406	B01_p840_plate_05	WheatUG-1_GS0095_F3
27	2	10	6582	B01_p840_plate_07	WheatUG-1_GS0095_D7
46	14	11	9380	B02_a11_plate_09	WheatUG-1_GS0002_F6
46	13	7	8707	B02_a11_plate_11	WheatUG-1_GS0002_D12
35	14	12	7042	B02_a11_plate_13	WheatUG-1_GS0003_H5
11	13	9	1497	B02_a11_plate_15	WheatUG-1_GS0003_G11
45	14	2	7854	B02_a11_plate_16	WheatUG-1_GS0004_D2
34	13	13	7195	B02_a22_plate_07	WheatUG-1_GS0005_H2
24	13	11	4367	B02_a22_plate_10	WheatUG-1_GS0006_C1
48	11	1	7725	B02_a22_plate_13	WheatUG-1_GS0006_D11
11	13	14	2337	B02_a22_plate_14	WheatUG-1_GS0007_A3
11	12	9	1496	B02_a22_plate_15	WheatUG-1_GS0007_E7
35	11	1	5191	B02_a22_plate_16	WheatUG-1_GS0007_D11
23	11	12	4519	B02_d26_plate_11	WheatUG-1_GS0012_A5
47	10	2	7878	B02_d26_plate_12	WheatUG-1_GS0012_D7
34	9	4	5679	B02_d26_plate_16	WheatUG-1_GS0013_F4
34	9	10	6687	B02_d26_plate_18	WheatUG-1_GS0013_B8
9	9	2	289	B02_d37_plate_08	WheatUG-1_GS0015_A4
34	8	7	6182	B02_e29_plate_05	WheatUG-1_GS0017_B2
36	7	4	5705	B02_e29_plate_07	WheatUG-1_GS0017_B7
10	7	15	2485	B02_e29_plate_09	WheatUG-1_GS0017_G12
24	7	5	3353	B02_e29_plate_11	WheatUG-1_GS0018_C7
11	7	12	1995	B02_e310_plate_03	WheatUG-1_GS0019_A11
10	6	12	1980	B02_e310_plate_08	WheatUG-1_GS0021_G6
46	6	13	9708	B02_e411_plate_01	WheatUG-1_GS0022_B8
35	6	8	6362	B02_e411_plate_04	WheatUG-1_GS0023_H3
36	4	3	5534	B02_e411_plate_13	WheatUG-1_GS0025_B5
10	4	12	1978	B02_e411_plate_15	WheatUG-1_GS0025_C10
46	3	1	7689	B02_e512_plate_06	WheatUG-1_GS0026_D12
33	4	8	6332	B02_e512_plate_09	WheatUG-1_GS0027_D8
21	3	3	2971	B02_e512_plate_15	WheatUG-1_GS0028_G12
34	2	1	5168	B02_h116_plate_03	WheatUG-1_GS0029_B8
47	3	9	9047	B02_j122_plate_01	WheatUG-1_GS0032_D3
32	13	1	5151	B02_j122_plate_04	WheatUG-1_GS0033_H11
7	14	6	938	B02_j122_plate_07	WheatUG-1_GS0035_C7
19	14	2	2786	B02_j122_plate_09	WheatUG-1_GS0036_C5
17	14	13	4606	B02_j122_plate_10	WheatUG-1_GS0036_A12
6	12	8	1258	B02_j122_plate_12	WheatUG-1_GS0037_C12
44	13	12	9519	B02_j122_plate_13	WheatUG-1_GS0038_F5
31	13	9	6481	B02_j122_plate_15	WheatUG-1_GS0039_H3
43	13	12	9505	B02_j223_plate_04	WheatUG-1_GS0040_F5
43	12	6	8496	B02_j223_plate_05	WheatUG-1_GS0040_H9
30	11	3	5457	B02_j223_plate_07	WheatUG-1_GS0041_H4
44	11	6	8509	B02_j223_plate_10	WheatUG-1_GS0042_F5
20	11	14	4813	B02_j223_plate_11	WheatUG-1_GS0042_E9
43	11	1	7655	B02_j223_plate_15	WheatUG-1_GS0044_D3
8	9	10	1619	B02_j324_plate_10	WheatUG-1_GS0045_A11
18	9	7	3607	B02_l125_plate_04	WheatUG-1_GS0046_C10
41	9	7	8633	B02_l226_plate_02	WheatUG-1_GS0048_D10
44	7	13	9681	B02_l226_plate_07	WheatUG-1_GS0050_D3
18	6	3	2932	B02_l226_plate_08	WheatUG-1_GS0050_E6
7	7	10	1603	B02_l226_plate_10	WheatUG-1_GS0051_E1
19	7	9	3955	B02_n129_plate_03	WheatUG-1_GS0052_C1
43	6	2	7818	B02_n129_plate_04	WheatUG-1_GS0052_D5
6	5	3	411	B02_n129_plate_06	WheatUG-1_GS0053_C2
8	5	15	2455	B02_n129_plate_07	WheatUG-1_GS0053_C7
30	4	4	5618	B02_n129_plate_08	WheatUG-1_GS0053_D10
44	4	2	7830	B02_n129_plate_11	WheatUG-1_GS0054_H7
20	4	9	3966	B02_n129_plate_12	WheatUG-1_GS0054_E11
41	5	15	9973	B02_n130_plate_01	WheatUG-1_GS0056_D8
32	4	12	6990	B02_n130_plate_15	WheatUG-1_GS0057_D1
30	3	5	5785	B02_n130_plate_20	WheatUG-1_GS0057_D6
20	3	6	3461	B02_n130_plate_31	WheatUG-1_GS0058_E5
31	3	9	6471	B02_n130_plate_41	WheatUG-1_GS0059_D7
41	3	3	7955	B02_n130_plate_45	WheatUG-1_GS0060_H4
19	3	15	4959	B02_n130_plate_48	WheatUG-1_GS0060_G9
32	2	14	7324	B02_n130_plate_56	WheatUG-1_GS0061_D5
18	1	3	2927	B02_n130_plate_66	WheatUG-1_GS0062_C8
5	2	7	1066	B02_o232_plate_01	WheatUG-1_GS0063_E2
19	2	8	3782	B02_o232_plate_04	WheatUG-1_GS0064_G1
26	13	8	6243	B02_o232_plate_10	WheatUG-1_GS0065_F8
14	14	15	4900	B02_o232_plate_13	WheatUG-1_GS0066_E4
16	13	7	3583	B02_o232_plate_14	WheatUG-1_GS0066_C7
3	13	5	713	B02_p133_plate_01	WheatUG-1_GS0067_G5
28	12	9	6438	B02_p133_plate_06	WheatUG-1_GS0069_F3
16	12	7	3582	B02_p133_plate_09	WheatUG-1_GS0070_A3
40	11	3	7949	B02_p133_plate_10	WheatUG-1_GS0070_H7
39	12	6	8440	B02_p133_plate_14	WheatUG-1_GS0072_H1
8	8	8	1282	B02_p133_plate_3 	WheatUG-1_Control_E9
8	8	10	1618	B02_p133_plate_3 	WheatUG-1_Control_M9
20	8	8	3802	B02_p133_plate_3 	WheatUG-1_Control_F9
20	8	10	4138	B02_p133_plate_3 	WheatUG-1_Control_N9
15	12	11	4240	B02_p234_plate_01	WheatUG-1_GS0072_A5
2	11	15	2377	B02_p234_plate_11	WheatUG-1_GS0073_G2
27	11	13	7095	B02_p234_plate_17	WheatUG-1_GS0075_D1
