Array Design Name	DIASMGB-Wheat-WheatUG-9K-v2
Version	version 2
Provider	Per Gregersen (per.gregersen@agrsci.dk)
Comment[ArrayExpressAccession]	A-MEXP-556
Comment[SubmittedName]	DIASMGB-Wheat-WheatUG-9K-v2
Comment[Organism]	Triticum aestivum
Printing Protocol	A 9K wheat unigene set was kindly made available by Keith Edwards, Bristol University (www.cerealsdb.uk.net). This set of clones originates in 35 cDNA libraries prepared from a range of different tissues of the wheat plant but predominantly from tissues of the developing grain. Plasmid DNA mini-preparations were made from all clones using Millipore 96-well plates (MANNLY50, MAFBNOB50, Millipore) according to the manufacturer?s recommendations. The cDNA inserts were PCR amplified from 0.5-1 ?l DNA mini-preparation using the T3 and T7 flanking primers (30pmol) of the pBluescript cloning vector and Taq polymerase (0.8 U) (EP0402, Fermentas, LT) in 100?l reaction buffer (10 mM Tris, pH 8.8; 50 mM KCl; 0.08% Nonidet P40; 0.5 mM MgCl2; 0.3 mM (each) dNTP). The PCR reactions were performed in a MJResearch Cycler (MJResearch) and the cycling conditions were 5 min at 96?C, followed by 45 cycles of 30 sec at 96?C, 2 min at 58?C, 2 min at 72?C, and a final extension of 10 min at 72?C. PCR products were precipitated with 2.5 vol 96% ethanol and 1/10 vol 3 M NaAcetate, pH 6.0, left at least 2 h at ?20?C, and centrifuged 1 h, 4?C, 2600 rcf. The air-dried pellet was dissolved in 20 ?l of water. One ?l of each sample was run in a 1% agarose gel containing SYBR Green. The quality of the PCR products were visually inspected and abnormal or missing products were recorded. Five ?l (100-500 ?g) of each sample was vacuum-dried and re-dissolved in 5 ?l of 1 x QMT spotting buffer (S201100, Quantifoil, D). The samples were spotted onto QMT amino slides (S122025, Quantifoil, D) using a Chipwriter microarrayspotter (Eurogentec, B) with 24 Stealth MP3 pins (Telechem Int., US). Following spotting, the slides were UV cross-linked  at 250 mJ ( Stratalinker, Stratagene) and kept dry and in the dark at room temperature until hybridisation.
Technology Type	spotted_ds_DNA_features
Technology Type Term Accession Number	#spotted_ds_DNA_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	aminosilane
Surface Type Term Accession Number	#aminosilane
Surface Type Term Source REF	mo
Substrate Type	glass
Substrate Type Term Accession Number	#glass
Substrate Type Term Source REF	mo
Term Source Name	The MGED Ontology	mo	embl	tigr_tagi
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.ebi.ac.uk/embl/	http://www.tigr.org/tigr-scripts/tgi/T_index.cgi?species=wheat
Term Source Version			
Comment[AdditionalFile:txt]	A-MEXP-556_comments.txt

[main]
Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[embl]	Reporter Database Entry[tigr_tagi]	Reporter Group[role]	Control Type
3	1	14	9	WheatUG-1_GS0067_A1	AL820636		Experimental	
4	1	2	9	WheatUG-1_GS0093_A7	AL828778	TC199291	Experimental	
4	1	3	9	WheatUG-1_GS0089_C11	AL827014		Experimental	
4	1	4	9	WheatUG-1_GS0089_E3	AL827201		Experimental	
4	1	5	9	WheatUG-1_GS0085_G7	AL828360	TC191248	Experimental	
4	1	6	9	WheatUG-1_GS0085_A1	AL828234	TC207625	Experimental	
4	1	7	9	WheatUG-1_GS0081_C5	AL822651	TC203286	Experimental	
4	1	8	9	WheatUG-1_GS0077_E9	AL822680	TC192371	Experimental	
4	1	9	9	WheatUG-1_GS0077_G1	AL822405	TC207754	Experimental	
4	1	10	9	WheatUG-1_GS0073_A7	AL825051		Experimental	
4	1	11	9	WheatUG-1_GS0069_C11	AL821353	TC209637	Experimental	
4	1	12	9	WheatUG-1_GS0069_E3	AL821242	TC203200	Experimental	
4	1	13	9	WheatUG-1_GS0065_G7	AL821146	TC192503	Experimental	
5	1	2	9	WheatUG-1_GS0063_A4	AL820864		Experimental	
5	1	3	9	WheatUG-1_GS0059_C8	AL821868		Experimental	
5	1	4	9	WheatUG-1_GS0055_E12	AL819333	TC192484	Experimental	
5	1	5	9	WheatUG-1_GS0055_G4	AL819191	TC224622	Experimental	
5	1	6	9	WheatUG-1_GS0051_A10	AL817881		Experimental	
5	1	7	9	WheatUG-1_GS0051_C2	AL817723	TC227034	Experimental	
5	1	8	9	WheatUG-1_Control_I12	AL828448	TC221886	Experimental	
5	1	9	9	WheatUG-1_GS0047_G10	AL818923		Experimental	
5	1	10	9	WheatUG-1_GS0047_A4	AL818739	TC213077	Experimental	
5	1	11	9	WheatUG-1_GS0043_C8	AL818206	TC223445	Experimental	
5	1	12	9	WheatUG-1_GS0039_E12	AL815300		Experimental	
5	1	13	9	WheatUG-1_GS0039_G4	AL816135		Experimental	
5	1	14	9	WheatUG-1_GS0035_A10	AL816611		Experimental	
1	1	1	14	WheatUG-1_GS0035_A10	AL816611		Experimental	
6	1	2	9	WheatUG-1_GS0061_A4	AL819936	TC221088	Experimental	
6	1	3	9	WheatUG-1_GS0057_C8	AL819941	TC224585	Experimental	
6	1	4	9	WheatUG-1_GS0053_E12	AL819070	TC215160	Experimental	
6	1	5	9	WheatUG-1_GS0053_G4	AL819894	TC224780	Experimental	
6	1	6	9	WheatUG-1_GS0049_A10	AL816888	TC207922	Experimental	
6	1	7	9	WheatUG-1_GS0049_C2	AL816762	TC208513	Experimental	
6	1	8	9	WheatUG-1_Control_I11	AL827783		Experimental	
6	1	9	9	WheatUG-1_GS0045_G10	AL817386	TC220286	Experimental	
6	1	10	9	WheatUG-1_GS0045_A4	AL817233	TC222836	Experimental	
6	1	11	9	WheatUG-1_GS0041_C8	AL815624	TC222449	Experimental	
6	1	12	9	WheatUG-1_GS0037_E12	AL815951		Experimental	
6	1	13	9	WheatUG-1_GS0037_G4	AL815871		Experimental	
6	1	14	9	WheatUG-1_GS0033_A10	AL816361		Experimental	
2	1	1	14	WheatUG-1_GS0033_A10	AL816361		Experimental	
7	1	3	9	WheatUG-1_GS0059_C7	AL821749	TC187611	Experimental	
7	1	4	9	WheatUG-1_GS0055_E11	AL819319	TC222748	Experimental	
7	1	5	9	WheatUG-1_GS0055_G3	AL819176	TC191357	Experimental	
7	1	6	9	WheatUG-1_GS0051_A9	AL817863	TC223460	Experimental	
7	1	7	9	WheatUG-1_GS0051_C1	AL817701	TC221575	Experimental	
7	1	8	9	WheatUG-1_Control_I10	AL815412	TC198262	Experimental	
7	1	9	9	WheatUG-1_GS0047_G9	AL818586	TC223020	Experimental	
7	1	10	9	WheatUG-1_GS0047_A3	AL818507		Experimental	
7	1	11	9	WheatUG-1_GS0043_C7	AL818186	TC195364	Experimental	
7	1	12	9	WheatUG-1_GS0039_E11	AL815279	TC192274	Experimental	
7	1	13	9	WheatUG-1_GS0039_G3	AL816125	TC199421	Experimental	
7	1	14	9	WheatUG-1_GS0035_A9	AL816598	TC229180	Experimental	
8	1	2	9	WheatUG-1_GS0061_A3	AL821862	TC204912	Experimental	
8	1	3	9	WheatUG-1_GS0057_C7	AL821914	TC212167	Experimental	
8	1	4	9	WheatUG-1_GS0053_E11	AL819057	TC211039	Experimental	
8	1	5	9	WheatUG-1_GS0053_G3	AL819880	TC206690	Experimental	
8	1	6	9	WheatUG-1_GS0049_A9	AL816871		Experimental	
8	1	7	9	WheatUG-1_GS0049_C1	AL816741	TC203823	Experimental	
8	1	8	9	WheatUG-1_Control_I9	AL828593	TC191086	Experimental	
8	1	9	9	WheatUG-1_GS0045_G9	AL817354	TC211194	Experimental	
8	1	10	9	WheatUG-1_GS0045_A3	AL817208	TC206116	Experimental	
8	1	11	9	WheatUG-1_GS0041_C7	AL815612	TC202865	Experimental	
8	1	12	9	WheatUG-1_GS0037_E11	AL815942		Experimental	
8	1	13	9	WheatUG-1_GS0037_G3	AL815861	TC220101	Experimental	
8	1	14	9	WheatUG-1_GS0033_A9	AL816351	TC199871	Experimental	
9	1	2	9	WheatUG-1_GS0031_A12	AL814600	TC220202	Experimental	
9	1	3	9	WheatUG-1_GS0031_C4	AL814414	TC202923	Experimental	
9	1	4	9	WheatUG-1_GS0027_E8	AL814365	TC208939	Experimental	
9	1	5	9	WheatUG-1_GS0023_G12	AL812963	TC209376	Experimental	
9	1	6	9	WheatUG-1_GS0023_A6	AL812865	TC197275	Experimental	
9	1	7	9	WheatUG-1_GS0019_C10	AL812360	TC221762	Experimental	
9	1	8	9	WheatUG-1_GS0019_E2	AL812225	TC212915	Experimental	
9	1	9	9	WheatUG-1_GS0015_G6	AL811505	TC192962	Experimental	
9	1	10	9	WheatUG-1_GS0011_A12	AL810674	TC208233	Experimental	
9	1	11	9	WheatUG-1_GS0011_C4	AL811825	TC226098	Experimental	
9	1	12	9	WheatUG-1_GS0007_E8	AL808319	TC221071	Experimental	
9	1	13	9	WheatUG-1_GS0003_G12	AL809262		Experimental	
9	1	14	9	WheatUG-1_GS0003_A6	AL809150	TC206957	Experimental	
10	1	2	9	WheatUG-1_GS0029_A12	AL814877	TC190613	Experimental	
10	1	3	9	WheatUG-1_GS0029_C4	AL814665		Experimental	
10	1	4	9	WheatUG-1_GS0025_E8	AL813241	TC220514	Experimental	
10	1	5	9	WheatUG-1_GS0021_G12	AL812084	TC220944	Experimental	
10	1	6	9	WheatUG-1_GS0021_A6	AL812715		Experimental	
10	1	7	9	WheatUG-1_GS0017_C10	AL813454	TC212894	Experimental	
10	1	8	9	WheatUG-1_GS0017_E2	AL810617	TC190552	Experimental	
10	1	9	9	WheatUG-1_GS0013_G6	AL811058	TC218989	Experimental	
10	1	10	9	WheatUG-1_GS0009_A12	AL810192	TC190886	Experimental	
10	1	11	9	WheatUG-1_GS0009_C4	AL810043	TC230376	Experimental	
10	1	12	9	WheatUG-1_GS0005_E8	AL808833	TC191322	Experimental	
10	1	13	9	WheatUG-1_GS0001_G12	AL809662	TC221234	Experimental	
10	1	14	9	WheatUG-1_GS0001_A6	AL809508	TC220991	Experimental	
11	1	2	9	WheatUG-1_GS0031_A11	AL814582	TC192246	Experimental	
11	1	3	9	WheatUG-1_GS0031_C3	AL814388	TC205253	Experimental	
11	1	4	9	WheatUG-1_GS0027_E7	AL814351	TC192078	Experimental	
11	1	5	9	WheatUG-1_GS0023_G11	AL812948	TC220188	Experimental	
11	1	6	9	WheatUG-1_GS0023_A5	AL812853	TC207960	Experimental	
11	1	7	9	WheatUG-1_GS0019_C9	AL812344	TC204667	Experimental	
11	1	8	9	WheatUG-1_GS0019_E1	AL813688	TC205452	Experimental	
11	1	9	9	WheatUG-1_GS0015_G5	AL811484	TC188849	Experimental	
11	1	10	9	WheatUG-1_GS0011_A11	AL812026	TC207166	Experimental	
11	1	11	9	WheatUG-1_GS0011_C3	AL811786	TC221758	Experimental	
11	1	12	9	WheatUG-1_GS0007_E7	AL808309	TC205800	Experimental	
11	1	13	9	WheatUG-1_GS0003_G11	AL809244		Experimental	
11	1	14	9	WheatUG-1_GS0003_A5	AL809129	TC225633	Experimental	
12	1	2	9	WheatUG-1_GS0029_A11	AL814850	TC208166	Experimental	
12	1	3	9	WheatUG-1_GS0029_C3	AL814058		Experimental	
12	1	4	9	WheatUG-1_GS0025_E7	AL813229	TC227350	Experimental	
12	1	5	9	WheatUG-1_GS0021_G11	AL812064	TC188793	Experimental	
12	1	6	9	WheatUG-1_GS0021_A5	AL812694		Experimental	
12	1	7	9	WheatUG-1_GS0017_C9	AL813441	TC219147	Experimental	
12	1	8	9	WheatUG-1_GS0017_E1	AL810604	TC220864	Experimental	
12	1	9	9	WheatUG-1_GS0013_G5	AL811041	TC213290	Experimental	
12	1	10	9	WheatUG-1_GS0009_A11	AL810165	TC191857	Experimental	
12	1	11	9	WheatUG-1_GS0009_C3	AL810024	TC194061	Experimental	
12	1	13	9	WheatUG-1_GS0001_G11	AL809646	TC208381	Experimental	
12	1	14	9	WheatUG-1_GS0001_A5	AL809494	TC222885	Experimental	
1	1	2	10	WheatUG-1_GS0095_C8	AL829752		Experimental	
1	1	3	10	WheatUG-1_GS0091_E12	AL827898	TC187683	Experimental	
1	1	4	10	WheatUG-1_GS0091_G4	AL827736	TC198006	Experimental	
1	1	5	10	WheatUG-1_GS0087_A10	AL826762		Experimental	
1	1	6	10	WheatUG-1_GS0087_C2	AL826613		Experimental	
1	1	7	10	WheatUG-1_GS0083_E6	AL826199	TC202922	Experimental	
1	1	8	10	WheatUG-1_GS0079_G10	AL825209	TC224396	Experimental	
1	1	9	10	WheatUG-1_GS0079_A4	AL822973	TC211080	Experimental	
1	1	10	10	WheatUG-1_GS0075_C8	AL825976	TC206512	Experimental	
1	1	11	10	WheatUG-1_GS0071_E12	AL821536		Experimental	
1	1	12	10	WheatUG-1_GS0071_G4	AL823132	TC203612	Experimental	
1	1	13	10	WheatUG-1_GS0067_A10	AL823275	TC224270	Experimental	
1	1	14	10	WheatUG-1_GS0067_C2	AL820654	TC221149	Experimental	
2	1	2	10	WheatUG-1_GS0093_C8	AL827784	TC196528	Experimental	
2	1	3	10	WheatUG-1_GS0089_E12	AL826989	TC230491	Experimental	
2	1	4	10	WheatUG-1_GS0089_G4	AL827164	TC202736	Experimental	
2	1	5	10	WheatUG-1_GS0085_A10	AL828405	TC204116	Experimental	
2	1	6	10	WheatUG-1_GS0085_C2	AL828260	TC206809	Experimental	
2	1	7	10	WheatUG-1_GS0081_E6	AL822671	TC228139	Experimental	
2	1	8	10	WheatUG-1_GS0077_G10	AL822693	TC219747	Experimental	
2	1	9	10	WheatUG-1_GS0077_A4	AL822459	TC206436	Experimental	
2	1	10	10	WheatUG-1_GS0073_C8	AL825077	TC194597	Experimental	
2	1	11	10	WheatUG-1_GS0069_E12	AL821377	TC206492	Experimental	
2	1	12	10	WheatUG-1_GS0069_G4	AL821254	TC213223	Experimental	
2	1	13	10	WheatUG-1_GS0065_A10	AL821101	TC223156	Experimental	
2	1	14	10	WheatUG-1_GS0065_C2	AL820825	TC221618	Experimental	
3	1	2	10	WheatUG-1_GS0095_C7	AL829735	TC206797	Experimental	
3	1	3	10	WheatUG-1_GS0091_E11	AL828561	TC191098	Experimental	
3	1	4	10	WheatUG-1_GS0091_G3	AL827706	TC212508	Experimental	
3	1	5	10	WheatUG-1_GS0087_A9	AL826748		Experimental	
3	1	6	10	WheatUG-1_GS0087_C1	AL826589	TC205083	Experimental	
3	1	7	10	WheatUG-1_GS0083_E5	AL826184	TC188649	Experimental	
3	1	8	10	WheatUG-1_GS0079_G9	AL825190	TC217748	Experimental	
3	1	9	10	WheatUG-1_GS0079_A3	AL822959		Experimental	
3	1	10	10	WheatUG-1_GS0075_C7	AL825943	TC193789	Experimental	
3	1	11	10	WheatUG-1_GS0071_E11	AL821514	TC200143	Experimental	
3	1	12	10	WheatUG-1_GS0071_G3	AL823119	TC214207	Experimental	
3	1	13	10	WheatUG-1_GS0067_A9	AL823261	TC190729	Experimental	
3	1	14	10	WheatUG-1_GS0067_C1	AL820639		Experimental	
4	1	2	10	WheatUG-1_GS0093_C7	AL827757		Experimental	
4	1	3	10	WheatUG-1_GS0089_E11	AL827012	TC220895	Experimental	
4	1	4	10	WheatUG-1_GS0089_G3	AL827187	TC194511	Experimental	
4	1	5	10	WheatUG-1_GS0085_A9	AL828374	TC204572	Experimental	
4	1	6	10	WheatUG-1_GS0085_C1	AL828239	TC209107	Experimental	
4	1	7	10	WheatUG-1_GS0081_E5	AL822653	TC190293	Experimental	
4	1	8	10	WheatUG-1_GS0077_G9	AL822682		Experimental	
4	1	9	10	WheatUG-1_GS0077_A3	AL822434	TC224638	Experimental	
4	1	10	10	WheatUG-1_GS0073_C7	AL825058	TC191404	Experimental	
4	1	11	10	WheatUG-1_GS0069_E11	AL821361	TC220459	Experimental	
4	1	12	10	WheatUG-1_GS0069_G3	AL821244	TC221678	Experimental	
4	1	13	10	WheatUG-1_GS0065_A9	AL820810	TC189569	Experimental	
5	1	2	10	WheatUG-1_GS0063_C4	AL820890	TC188061	Experimental	
5	1	3	10	WheatUG-1_GS0059_E8	AL821886	TC226024	Experimental	
5	1	4	10	WheatUG-1_GS0055_G12	AL819336	TC229678	Experimental	
5	1	5	10	WheatUG-1_GS0055_A6	AL819211	TC214226	Experimental	
5	1	6	10	WheatUG-1_GS0051_C10	AL817888		Experimental	
5	1	8	10	WheatUG-1_Control_M12	AL820642		Experimental	
5	1	9	10	WheatUG-1_GS0047_A12	AL818949	TC210418	Experimental	
5	1	10	10	WheatUG-1_GS0047_C4	AL818746	TC208856	Experimental	
5	1	11	10	WheatUG-1_GS0043_E8	AL818213	TC229667	Experimental	
5	1	12	10	WheatUG-1_GS0039_G12	AL815310		Experimental	
5	1	13	10	WheatUG-1_GS0039_A6	AL816150		Experimental	
5	1	14	10	WheatUG-1_GS0035_C10	AL816613		Experimental	
1	1	1	15	WheatUG-1_GS0035_C10	AL816613		Experimental	
6	1	2	10	WheatUG-1_GS0061_C4	AL821635	TC203835	Experimental	
6	1	3	10	WheatUG-1_GS0057_E8	AL819982	TC219823	Experimental	
6	1	4	10	WheatUG-1_GS0053_G12	AL819075	TC224234	Experimental	
6	1	5	10	WheatUG-1_GS0053_A6	AL818967	TC190926	Experimental	
6	1	6	10	WheatUG-1_GS0049_C10	AL816897		Experimental	
6	1	7	10	WheatUG-1_GS0049_E2	AL816767		Experimental	
6	1	8	10	WheatUG-1_Control_M11	AL825340		Experimental	
6	1	9	10	WheatUG-1_GS0045_A12	AL817427	TC218680	Experimental	
6	1	10	10	WheatUG-1_GS0045_C4	AL817235	TC192947	Experimental	
6	1	11	10	WheatUG-1_GS0041_E8	AL815629	TC215601	Experimental	
6	1	12	10	WheatUG-1_GS0037_G12	AL815954	TC231972	Experimental	
6	1	13	10	WheatUG-1_GS0037_A6	AL815885		Experimental	
6	1	14	10	WheatUG-1_GS0033_C10	AL816363		Experimental	
2	1	1	15	WheatUG-1_GS0033_C10	AL816363		Experimental	
7	1	2	10	WheatUG-1_GS0063_C3	AL820816		Experimental	
7	1	3	10	WheatUG-1_GS0059_E7	AL821771		Experimental	
7	1	4	10	WheatUG-1_GS0055_G11	AL819321	TC205429	Experimental	
7	1	5	10	WheatUG-1_GS0055_A5	AL819196	TC224771	Experimental	
7	1	6	10	WheatUG-1_GS0051_C9	AL817869		Experimental	
7	1	7	10	WheatUG-1_GS0051_E1	AL817704		Experimental	
7	1	8	10	WheatUG-1_Control_M10	AL814261		Experimental	
7	1	9	10	WheatUG-1_GS0047_A11	AL818928	TC202690	Experimental	
7	1	10	10	WheatUG-1_GS0047_C3	AL818514		Experimental	
7	1	11	10	WheatUG-1_GS0043_E7	AL818195	TC189770	Experimental	
7	1	12	10	WheatUG-1_GS0039_G11	AL815286	TC219561	Experimental	
7	1	13	10	WheatUG-1_GS0039_A5	AL816139		Experimental	
7	1	14	10	WheatUG-1_GS0035_C9	AL816601		Experimental	
8	1	2	10	WheatUG-1_GS0061_C3	AL821910	TC226218	Experimental	
8	1	3	10	WheatUG-1_GS0057_E7	AL821948	TC220658	Experimental	
8	1	4	10	WheatUG-1_GS0053_G11	AL819060		Experimental	
8	1	5	10	WheatUG-1_GS0053_A5	AL819898	TC196060	Experimental	
8	1	6	10	WheatUG-1_GS0049_C9	AL816876	TC190156	Experimental	
8	1	7	10	WheatUG-1_GS0049_E1	AL816746	TC219439	Experimental	
8	1	8	10	WheatUG-1_Control_M9	AL823357		Experimental	
8	1	9	10	WheatUG-1_GS0045_A11	AL817388	TC209220	Experimental	
8	1	10	10	WheatUG-1_GS0045_C3	AL817215		Experimental	
8	1	11	10	WheatUG-1_GS0041_E7	AL815617	TC196259	Experimental	
8	1	12	10	WheatUG-1_GS0037_G11	AL815945		Experimental	
8	1	13	10	WheatUG-1_GS0037_A5	AL815875		Experimental	
8	1	14	10	WheatUG-1_GS0033_C9	AL816353		Experimental	
9	1	2	10	WheatUG-1_GS0031_C12	AL814604	TC219999	Experimental	
9	1	3	10	WheatUG-1_GS0031_E4	AL814421	TC192229	Experimental	
9	1	4	10	WheatUG-1_GS0027_G8	AL814369	TC195332	Experimental	
9	1	5	10	WheatUG-1_GS0027_A2	AL814255	TC187946	Experimental	
9	1	6	10	WheatUG-1_GS0023_C6	AL812870	TC192456	Experimental	
9	1	7	10	WheatUG-1_GS0019_E10	AL812363	TC209438	Experimental	
9	1	8	10	WheatUG-1_GS0019_G2	AL812228	TC201370	Experimental	
9	1	9	10	WheatUG-1_GS0015_A8	AL811532	TC229396	Experimental	
9	1	10	10	WheatUG-1_GS0011_C12	AL810680		Experimental	
9	1	11	10	WheatUG-1_GS0011_E4	AL811827	TC227348	Experimental	
9	1	12	10	WheatUG-1_GS0007_G8	AL808323	TC207979	Experimental	
9	1	13	10	WheatUG-1_GS0007_A2	AL808217	TC191876	Experimental	
9	1	14	10	WheatUG-1_GS0003_C6	AL809156	TC194790	Experimental	
10	1	2	10	WheatUG-1_GS0029_C12	AL814879	TC193866	Experimental	
10	1	3	10	WheatUG-1_GS0029_E4	AL814669	TC215299	Experimental	
10	1	4	10	WheatUG-1_GS0025_G8	AL813243	TC221723	Experimental	
10	1	5	10	WheatUG-1_GS0025_A2	AL813143	TC203017	Experimental	
10	1	6	10	WheatUG-1_GS0021_C6	AL812718	TC190909	Experimental	
10	1	7	10	WheatUG-1_GS0017_E10	AL813458	TC209390	Experimental	
10	1	8	10	WheatUG-1_GS0017_G2	AL810620	TC216181	Experimental	
10	1	9	10	WheatUG-1_GS0013_A8	AL811079	TC222473	Experimental	
10	1	10	10	WheatUG-1_GS0009_C12	AL810195	TC191786	Experimental	
10	1	11	10	WheatUG-1_GS0009_E4	AL810046	TC191106	Experimental	
10	1	12	10	WheatUG-1_GS0005_G8	AL808835	TC188231	Experimental	
10	1	13	10	WheatUG-1_GS0005_A2	AL808708	TC212765	Experimental	
10	1	14	10	WheatUG-1_GS0001_C6	AL809511	TC224429	Experimental	
11	1	2	10	WheatUG-1_GS0031_C11	AL814584		Experimental	
11	1	3	10	WheatUG-1_GS0031_E3	AL814393	TC205834	Experimental	
11	1	4	10	WheatUG-1_GS0027_G7	AL814354	TC203038	Experimental	
11	1	5	10	WheatUG-1_GS0027_A1	AL814235	TC187972	Experimental	
11	1	6	10	WheatUG-1_GS0023_C5	AL812856	TC191261	Experimental	
11	1	7	10	WheatUG-1_GS0019_E9	AL812347	TC188381	Experimental	
11	1	8	10	WheatUG-1_GS0019_G1	AL813692	TC231374	Experimental	
11	1	9	10	WheatUG-1_GS0015_A7	AL811511	TC209210	Experimental	
11	1	10	10	WheatUG-1_GS0011_C11	AL812028	TC213488	Experimental	
11	1	11	10	WheatUG-1_GS0011_E3	AL811797	TC187666	Experimental	
11	1	12	10	WheatUG-1_GS0007_G7	AL808311	TC221012	Experimental	
11	1	13	10	WheatUG-1_GS0007_A1	AL809037		Experimental	
11	1	14	10	WheatUG-1_GS0003_C5	AL809134		Experimental	
12	1	2	10	WheatUG-1_GS0029_C11	AL814858	TC219538	Experimental	
12	1	3	10	WheatUG-1_GS0029_E3	AL814648	TC211098	Experimental	
12	1	4	10	WheatUG-1_GS0025_G7	AL813231		Experimental	
12	1	5	10	WheatUG-1_GS0025_A1	AL813128	TC197667	Experimental	
12	1	6	10	WheatUG-1_GS0021_C5	AL812697	TC212459	Experimental	
12	1	7	10	WheatUG-1_GS0017_E9	AL813443	TC204915	Experimental	
12	1	8	10	WheatUG-1_GS0017_G1	AL810607	TC191966	Experimental	
12	1	9	10	WheatUG-1_GS0013_A7	AL811061		Experimental	
12	1	10	10	WheatUG-1_GS0009_C11	AL810174	TC191225	Experimental	
12	1	11	10	WheatUG-1_GS0009_E3	AL810033	TC207621	Experimental	
12	1	13	10	WheatUG-1_GS0005_A1	AL808693		Experimental	
12	1	14	10	WheatUG-1_GS0001_C5	AL809499	TC211687	Experimental	
1	1	2	11	WheatUG-1_GS0095_E8	AL829754	TC208145	Experimental	
1	1	3	11	WheatUG-1_GS0091_G12	AL827901	TC197486	Experimental	
1	1	4	11	WheatUG-1_GS0091_A6	AL828462	TC209669	Experimental	
1	1	5	11	WheatUG-1_GS0087_C10	AL826766	TC226253	Experimental	
1	1	6	11	WheatUG-1_GS0087_E2	AL826615	TC191168	Experimental	
1	1	7	11	WheatUG-1_GS0083_G6	AL826202	TC193032	Experimental	
1	1	8	11	WheatUG-1_GS0079_A12	AL825229	TC208561	Experimental	
1	1	9	11	WheatUG-1_GS0079_C4	AL822976	TC217517	Experimental	
1	1	10	11	WheatUG-1_GS0075_E8	AL825979	TC220824	Experimental	
1	1	11	11	WheatUG-1_GS0071_G12	AL821541		Experimental	
1	1	12	11	WheatUG-1_GS0071_A6	AL823149		Experimental	
1	1	13	11	WheatUG-1_GS0067_C10	AL823277	TC188148	Experimental	
1	1	14	11	WheatUG-1_GS0067_E2	AL820658	TC219416	Experimental	
2	1	2	11	WheatUG-1_GS0093_E8	AL827787	TC188856	Experimental	
2	1	3	11	WheatUG-1_GS0089_G12	AL826985	TC190624	Experimental	
2	1	4	11	WheatUG-1_GS0089_A6	AL827132	TC203762	Experimental	
2	1	5	11	WheatUG-1_GS0085_C10	AL828411		Experimental	
2	1	6	11	WheatUG-1_GS0085_E2	AL828263		Experimental	
2	1	7	11	WheatUG-1_GS0081_G6	AL825421		Experimental	
2	1	8	11	WheatUG-1_GS0077_A12	AL822712		Experimental	
2	1	9	11	WheatUG-1_GS0077_C4	AL822467		Experimental	
2	1	10	11	WheatUG-1_GS0073_E8	AL825082	TC206389	Experimental	
2	1	11	11	WheatUG-1_GS0069_G12	AL821381	TC204705	Experimental	
2	1	12	11	WheatUG-1_GS0069_A6	AL821281		Experimental	
2	1	13	11	WheatUG-1_GS0065_C10	AL821147		Experimental	
2	1	14	11	WheatUG-1_GS0065_E2	AL820911		Experimental	
3	1	2	11	WheatUG-1_GS0095_E7	AL829737	TC188929	Experimental	
3	1	3	11	WheatUG-1_GS0091_G11	AL828564		Experimental	
3	1	4	11	WheatUG-1_GS0091_A5	AL827754	TC206706	Experimental	
3	1	5	11	WheatUG-1_GS0087_C9	AL826752	TC219272	Experimental	
3	1	6	11	WheatUG-1_GS0087_E1	AL826593	TC196654	Experimental	
3	1	7	11	WheatUG-1_GS0083_G5	AL826186	TC187894	Experimental	
3	1	8	11	WheatUG-1_GS0079_A11	AL825216	TC212323	Experimental	
3	1	9	11	WheatUG-1_GS0079_C3	AL822965	TC218770	Experimental	
3	1	10	11	WheatUG-1_GS0075_E7	AL825949	TC188676	Experimental	
3	1	11	11	WheatUG-1_GS0071_G11	AL821525	TC193341	Experimental	
3	1	12	11	WheatUG-1_GS0071_A5	AL823134	TC197695	Experimental	
3	1	13	11	WheatUG-1_GS0067_C9	AL823265		Experimental	
3	1	14	11	WheatUG-1_GS0067_E1	AL820643	TC189417	Experimental	
4	1	2	11	WheatUG-1_GS0093_E7	AL827760		Experimental	
4	1	3	11	WheatUG-1_GS0089_G11	AL827009	TC211165	Experimental	
4	1	4	11	WheatUG-1_GS0089_A5	AL827160	TC224064	Experimental	
4	1	5	11	WheatUG-1_GS0085_C9	AL828387	TC204852	Experimental	
4	1	6	11	WheatUG-1_GS0085_E1	AL828242		Experimental	
4	1	7	11	WheatUG-1_GS0081_G5	AL822655		Experimental	
4	1	8	11	WheatUG-1_GS0077_A11	AL822696	TC190318	Experimental	
4	1	9	11	WheatUG-1_GS0077_C3	AL822443	TC210771	Experimental	
4	1	10	11	WheatUG-1_GS0073_E7	AL825066	TC193868	Experimental	
4	1	11	11	WheatUG-1_GS0069_G11	AL821363	TC226647	Experimental	
4	1	12	11	WheatUG-1_GS0069_A5	AL821261	TC220004	Experimental	
4	1	13	11	WheatUG-1_GS0065_C9	AL820841	TC222463	Experimental	
4	1	14	11	WheatUG-1_GS0065_E1	AL820743	TC203266	Experimental	
5	1	2	11	WheatUG-1_GS0063_E4	AL820967		Experimental	
5	1	3	11	WheatUG-1_GS0059_G8	AL821940	TC227457	Experimental	
